model,val_mae,val_rmse,val_directional_accuracy,test_mae,test_rmse,test_directional_accuracy
naive_last_return,0.009149708786975696,0.011460160549923139,0.48,0.00986573769000976,0.014724061388990689,0.49385245901639346
ma5_last_returns,0.007177495266604542,0.00906796341729078,0.516,0.007425175713441336,0.011315619647611063,0.5102459016393442
linear_regression,0.008873289555253358,0.010976856363987531,0.472,0.014376251572824477,0.020164945455263674,0.4918032786885246
