Date,Close,High,Low,Open,Volume,log_return,ma_5,ma_20,rolling_vol_20,sentiment_mean,sentiment_pos_mean,sentiment_neg_mean,news_count,vix_level,target_next_return
2020-01-31,3225.52001953125,3282.330078125,3214.679931640625,3282.330078125,4529700000.0,-0.0178644435713629,3260.48994140625,3279.220495605469,0.0074414521276694,0.0,0.0,0.0,1.0,18.84000015258789,0.0072284257612325
2020-02-03,3248.919921875,3268.43994140625,3235.659912109375,3235.659912109375,3760460000.0,0.0072284257612325,3261.54794921875,3279.9239868164063,0.0074629426455858,0.0,0.0,0.0,1.0,17.969999313354492,0.014869315917506
2020-02-04,3297.590087890625,3306.919921875,3280.610107421875,3280.610107421875,3996900000.0,0.014869315917506,3265.81796875,3282.4894897460936,0.008128946916748,0.0,0.0,0.0,1.0,16.049999237060547,0.0111877786589729
2020-02-05,3334.68994140625,3337.580078125,3313.75,3324.909912109375,4121480000.0,0.0111877786589729,3278.0759765625,3287.364990234375,0.0084013214837101,0.0,0.0,0.0,1.0,15.149999618530272,0.0033201550570019
2020-02-06,3345.780029296875,3347.9599609375,3334.389892578125,3344.919921875,3887250000.0,0.0033201550570019,3290.5,3292.0014892578124,0.0083751056904019,0.0,0.0,0.0,1.0,14.960000038146973,-0.0054154910094583
2020-02-07,3327.7099609375,3341.419921875,3322.1201171875,3335.5400390625,3733920000.0,-0.0054154910094583,3310.93798828125,3294.651989746094,0.0084125221384428,0.0,0.0,0.0,1.0,15.470000267028809,0.0072996901205732
2020-02-10,3352.090087890625,3352.260009765625,3317.77001953125,3318.280029296875,3462730000.0,0.0072996901205732,3331.572021484375,3298.9889892578126,0.0084861390227319,0.0,0.0,0.0,1.0,15.039999961853027,0.0016870486860021
2020-02-11,3357.75,3375.6298828125,3352.719970703125,3365.8701171875,3762940000.0,0.0016870486860021,3343.60400390625,3302.4699951171874,0.0083829703012607,0.0,0.0,0.0,1.0,15.18000030517578,0.006441853105203
2020-02-12,3379.449951171875,3381.469970703125,3369.719970703125,3370.5,3930910000.0,0.006441853105203,3352.556005859375,3307.2849975585937,0.0084435305936888,0.0,0.0,0.0,1.0,13.739999771118164,-0.0016317763599886
2020-02-13,3373.93994140625,3385.090087890625,3360.52001953125,3365.89990234375,3500890000.0,-0.0016317763599886,3358.18798828125,3311.5174926757813,0.0084705341104276,0.0,0.0,0.0,1.0,14.149999618530272,0.0018418360984854
2020-02-14,3380.159912109375,3380.68994140625,3366.14990234375,3378.080078125,3419700000.0,0.0018418360984854,3368.677978515625,3314.6849853515623,0.0083085495291251,0.0,0.0,0.0,1.0,13.68000030517578,-0.0029242139861477
2020-02-18,3370.2900390625,3375.010009765625,3355.610107421875,3369.0400390625,3750400000.0,-0.0029242139861477,3372.31796875,3316.7184814453126,0.0083219044306299,0.0,0.0,0.0,1.0,14.829999923706056,0.0046947482842849
2020-02-19,3386.14990234375,3393.52001953125,3378.830078125,3380.389892578125,3614200000.0,0.0046947482842849,3377.99794921875,3319.986474609375,0.0083325355077608,0.0,0.0,0.0,1.0,14.380000114440918,-0.0038228174279975
2020-02-20,3373.22998046875,3389.14990234375,3341.02001953125,3380.449951171875,4019180000.0,-0.0038228174279975,3376.753955078125,3322.5604736328123,0.0084007868693751,0.0,0.0,0.0,1.0,15.5600004196167,-0.0105738092328197
2020-02-21,3337.75,3360.760009765625,3328.449951171875,3360.5,3908780000.0,-0.0105738092328197,3369.515966796875,3323.170971679688,0.0087736158904219,0.0,0.0,0.0,1.0,17.079999923706055,-0.0340880794204407
2020-02-24,3225.889892578125,3259.81005859375,3214.64990234375,3257.610107421875,4851160000.0,-0.0340880794204407,3338.661962890625,3319.6919677734377,0.0115164488602767,0.0,0.0,0.0,1.0,25.030000686645508,-0.0307479043753532
2020-02-25,3128.2099609375,3246.989990234375,3118.77001953125,3238.93994140625,5596760000.0,-0.0307479043753532,3290.245947265625,3313.920971679688,0.0129189853329781,0.0,0.0,0.0,1.0,27.850000381469727,-0.00378569732353
2020-02-26,3116.389892578125,3182.510009765625,3108.989990234375,3139.89990234375,5484650000.0,-0.00378569732353,3236.2939453125,3305.928466796875,0.012619741463427,0.0,0.0,0.0,1.0,27.559999465942383,-0.0451681363522611
2020-02-27,2978.760009765625,3097.070068359375,2977.389892578125,3062.5400390625,7064710000.0,-0.0451681363522611,3157.399951171875,3291.1964721679688,0.0158040324226181,0.0,0.0,0.0,1.0,39.15999984741211,-0.008272463109653
2020-02-28,2954.219970703125,2959.719970703125,2855.840087890625,2916.89990234375,8569570000.0,-0.008272463109653,3080.6939453125,3274.724475097656,0.0157115044550294,0.0,0.0,0.0,1.0,40.11000061035156,0.0450108687694132
2020-03-02,3090.22998046875,3090.9599609375,2945.18994140625,2974.280029296875,6381330000.0,0.0450108687694132,3053.561962890625,3267.9599731445314,0.0190070535663261,0.0,0.0,0.0,1.0,33.41999816894531,-0.0285104849229145
2020-03-03,3003.3701171875,3136.719970703125,2976.6298828125,3096.4599609375,6376510000.0,-0.0285104849229145,3028.593994140625,3255.682482910156,0.0197453409195354,0.0,0.0,0.0,1.0,36.81999969482422,0.0413363493606331
2020-03-04,3130.1201171875,3130.969970703125,3034.3798828125,3045.75,5073020000.0,0.0413363493606331,3031.3400390625,3247.308984375,0.0218466681909733,0.0,0.0,0.0,1.0,31.989999771118164,-0.0345107824399811
2020-03-05,3023.93994140625,3083.0400390625,2999.830078125,3075.699951171875,5579290000.0,-0.0345107824399811,3040.376025390625,3231.771484375,0.0227011334125798,0.0,0.0,0.0,1.0,39.619998931884766,-0.0172009436523861
2020-03-06,2972.3701171875,2985.929931640625,2901.5400390625,2954.199951171875,6555240000.0,-0.0172009436523861,3044.0060546875,3213.100988769532,0.0227741143573198,0.0,0.0,0.0,1.0,41.93999862670898,-0.0790104129403714
2020-03-09,2746.56005859375,2863.889892578125,2734.429931640625,2863.889892578125,8441290000.0,-0.0790104129403714,2975.2720703125,3184.043493652344,0.0280283022165158,0.0,0.0,0.0,1.0,54.459999084472656,0.0482150524258591
2020-03-10,2882.22998046875,2882.590087890625,2734.0,2813.47998046875,7642040000.0,0.0482150524258591,2951.04404296875,3160.55048828125,0.0306929965997126,0.0,0.0,0.0,1.0,47.29999923706055,-0.0501028928086054
2020-03-11,2741.3798828125,2825.60009765625,2707.219970703125,2825.60009765625,7431200000.0,-0.0501028928086054,2873.29599609375,3129.731982421875,0.0320282392825176,0.0,0.0,0.0,1.0,53.900001525878906,-0.0999448524024735
2020-03-12,2480.639892578125,2660.949951171875,2478.860107421875,2630.860107421875,8850810000.0,-0.0999448524024735,2764.635986328125,3084.791479492188,0.0374968756341921,0.0,0.0,0.0,1.0,75.47000122070312,0.0888084069492359
2020-03-13,2711.02001953125,2711.330078125,2492.3701171875,2569.989990234375,8299070000.0,0.0888084069492359,2712.365966796875,3051.6454833984376,0.0441206331332147,0.0,0.0,0.0,1.0,57.83000183105469,-0.1276521974728174
2020-03-16,2386.1298828125,2562.97998046875,2380.93994140625,2508.590087890625,7805450000.0,-0.1276521974728174,2640.279931640625,3001.943981933594,0.051096641344208,0.0,0.0,0.0,1.0,82.69000244140625,0.0582263126356917
2020-03-17,2529.18994140625,2553.929931640625,2367.0400390625,2425.659912109375,8370250000.0,0.0582263126356917,2569.671923828125,2959.888977050781,0.0537689110816143,0.0,0.0,0.0,1.0,75.91000366210938,-0.0532222723320802
2020-03-18,2398.10009765625,2453.570068359375,2280.52001953125,2436.5,8799300000.0,-0.0532222723320802,2501.015966796875,2910.4864868164063,0.0542464525137932,0.0,0.0,0.0,1.0,76.44999694824219,0.004696760970401
2020-03-19,2409.389892578125,2466.969970703125,2319.780029296875,2393.47998046875,7956100000.0,0.004696760970401,2486.765966796875,2862.294482421875,0.0543907068282356,0.0,0.0,0.0,1.0,72.0,-0.0443276240533668
2020-03-20,2304.919921875,2453.010009765625,2295.56005859375,2431.93994140625,9053950000.0,-0.0443276240533668,2405.545947265625,2810.652978515625,0.0547092752964143,0.0,0.0,0.0,1.0,66.04000091552734,-0.0297315010095767
2020-03-23,2237.39990234375,2300.72998046875,2191.860107421875,2290.7099609375,7411380000.0,-0.0297315010095767,2375.799951171875,2761.228479003906,0.0546526399510217,0.0,0.0,0.0,1.0,61.59000015258789,0.0896832325179632
2020-03-24,2447.330078125,2449.7099609375,2344.43994140625,2344.43994140625,7563150000.0,0.0896832325179632,2359.427978515625,2727.1844848632813,0.0596173251401828,0.0,0.0,0.0,1.0,61.66999816894531,0.0114689904208222
2020-03-25,2475.56005859375,2571.419921875,2407.530029296875,2457.77001953125,8300010000.0,0.0114689904208222,2374.919970703125,2695.1429931640623,0.0598288353323568,0.0,0.0,0.0,1.0,63.95000076293945,0.0605438310742465
2020-03-26,2630.070068359375,2637.010009765625,2500.719970703125,2501.2900390625,7766990000.0,0.0605438310742465,2419.056005859375,2677.70849609375,0.0613490983226052,0.0,0.0,0.0,1.0,61.0,-0.0342678455416263
2020-03-27,2541.469970703125,2615.909912109375,2520.02001953125,2555.8701171875,6201670000.0,-0.0342678455416263,2466.366015625,2657.07099609375,0.0616693028224877,0.0,0.0,0.0,1.0,65.54000091552734,0.0329665905699747
2020-03-30,2626.64990234375,2631.800048828125,2545.280029296875,2558.97998046875,5751120000.0,0.0329665905699747,2544.216015625,2633.8919921875,0.0611861968865463,0.0,0.0,0.0,1.0,57.08000183105469,-0.0161423107884158
2020-03-31,2584.590087890625,2641.389892578125,2571.14990234375,2614.68994140625,6576210000.0,-0.0161423107884158,2571.668017578125,2612.952990722656,0.0610316435028518,0.0,0.0,0.0,1.0,53.540000915527344,-0.0451463627327869
2020-04-01,2470.5,2522.75,2447.489990234375,2498.080078125,5964000000.0,-0.0451463627327869,2570.656005859375,2579.971984863281,0.0604497231067887,0.0,0.0,0.0,0.0,57.060001373291016,0.0225726570569603
2020-04-02,2526.89990234375,2533.219970703125,2455.7900390625,2458.5400390625,6464190000.0,0.0225726570569603,2550.02197265625,2555.119982910156,0.060669814101384,0.0,0.0,0.0,0.0,50.90999984741211,-0.0152528608259442
