Date,Close,High,Low,Open,Volume,log_return,ma_5,ma_20,rolling_vol_20,sentiment_mean,sentiment_pos_mean,sentiment_neg_mean,news_count
2020-02-14,3380.159912109375,3380.68994140625,3366.14990234375,3378.080078125,3419700000.0,0.0018418360984854,3368.677978515625,3314.6849853515623,0.0083085495291251,0.0,0.0,0.0,1.0
2020-02-18,3370.2900390625,3375.010009765625,3355.610107421875,3369.0400390625,3750400000.0,-0.0029242139861477,3372.31796875,3316.7184814453126,0.0083219044306299,0.0,0.0,0.0,1.0
2020-02-19,3386.14990234375,3393.52001953125,3378.830078125,3380.389892578125,3614200000.0,0.0046947482842849,3377.99794921875,3319.986474609375,0.0083325355077608,0.0,0.0,0.0,1.0
2020-02-20,3373.22998046875,3389.14990234375,3341.02001953125,3380.449951171875,4019180000.0,-0.0038228174279975,3376.753955078125,3322.5604736328123,0.0084007868693751,0.0,0.0,0.0,1.0
2020-02-21,3337.75,3360.760009765625,3328.449951171875,3360.5,3908780000.0,-0.0105738092328197,3369.515966796875,3323.170971679688,0.0087736158904219,0.0,0.0,0.0,1.0
2020-02-24,3225.889892578125,3259.81005859375,3214.64990234375,3257.610107421875,4851160000.0,-0.0340880794204407,3338.661962890625,3319.6919677734377,0.0115164488602767,0.0,0.0,0.0,1.0
2020-02-25,3128.2099609375,3246.989990234375,3118.77001953125,3238.93994140625,5596760000.0,-0.0307479043753532,3290.245947265625,3313.920971679688,0.0129189853329781,0.0,0.0,0.0,1.0
2020-02-26,3116.389892578125,3182.510009765625,3108.989990234375,3139.89990234375,5484650000.0,-0.00378569732353,3236.2939453125,3305.928466796875,0.012619741463427,0.0,0.0,0.0,1.0
2020-02-27,2978.760009765625,3097.070068359375,2977.389892578125,3062.5400390625,7064710000.0,-0.0451681363522611,3157.399951171875,3291.1964721679688,0.0158040324226181,0.0,0.0,0.0,1.0
2020-02-28,2954.219970703125,2959.719970703125,2855.840087890625,2916.89990234375,8569570000.0,-0.008272463109653,3080.6939453125,3274.724475097656,0.0157115044550294,0.0,0.0,0.0,1.0
2020-03-02,3090.22998046875,3090.9599609375,2945.18994140625,2974.280029296875,6381330000.0,0.0450108687694132,3053.561962890625,3267.9599731445314,0.0190070535663261,0.0,0.0,0.0,1.0
2020-03-03,3003.3701171875,3136.719970703125,2976.6298828125,3096.4599609375,6376510000.0,-0.0285104849229145,3028.593994140625,3255.682482910156,0.0197453409195354,0.0,0.0,0.0,1.0
2020-03-04,3130.1201171875,3130.969970703125,3034.3798828125,3045.75,5073020000.0,0.0413363493606331,3031.3400390625,3247.308984375,0.0218466681909733,0.0,0.0,0.0,1.0
2020-03-05,3023.93994140625,3083.0400390625,2999.830078125,3075.699951171875,5579290000.0,-0.0345107824399811,3040.376025390625,3231.771484375,0.0227011334125798,0.0,0.0,0.0,1.0
2020-03-06,2972.3701171875,2985.929931640625,2901.5400390625,2954.199951171875,6555240000.0,-0.0172009436523861,3044.0060546875,3213.100988769532,0.0227741143573198,0.0,0.0,0.0,1.0
2020-03-09,2746.56005859375,2863.889892578125,2734.429931640625,2863.889892578125,8441290000.0,-0.0790104129403714,2975.2720703125,3184.043493652344,0.0280283022165158,0.0,0.0,0.0,1.0
2020-03-10,2882.22998046875,2882.590087890625,2734.0,2813.47998046875,7642040000.0,0.0482150524258591,2951.04404296875,3160.55048828125,0.0306929965997126,0.0,0.0,0.0,1.0
2020-03-11,2741.3798828125,2825.60009765625,2707.219970703125,2825.60009765625,7431200000.0,-0.0501028928086054,2873.29599609375,3129.731982421875,0.0320282392825176,0.0,0.0,0.0,1.0
2020-03-12,2480.639892578125,2660.949951171875,2478.860107421875,2630.860107421875,8850810000.0,-0.0999448524024735,2764.635986328125,3084.791479492188,0.0374968756341921,0.0,0.0,0.0,1.0
2020-03-13,2711.02001953125,2711.330078125,2492.3701171875,2569.989990234375,8299070000.0,0.0888084069492359,2712.365966796875,3051.6454833984376,0.0441206331332147,0.0,0.0,0.0,1.0
2020-03-16,2386.1298828125,2562.97998046875,2380.93994140625,2508.590087890625,7805450000.0,-0.1276521974728174,2640.279931640625,3001.943981933594,0.051096641344208,0.0,0.0,0.0,1.0
2020-03-17,2529.18994140625,2553.929931640625,2367.0400390625,2425.659912109375,8370250000.0,0.0582263126356917,2569.671923828125,2959.888977050781,0.0537689110816143,0.0,0.0,0.0,1.0
2020-03-18,2398.10009765625,2453.570068359375,2280.52001953125,2436.5,8799300000.0,-0.0532222723320802,2501.015966796875,2910.4864868164063,0.0542464525137932,0.0,0.0,0.0,1.0
2020-03-19,2409.389892578125,2466.969970703125,2319.780029296875,2393.47998046875,7956100000.0,0.004696760970401,2486.765966796875,2862.294482421875,0.0543907068282356,0.0,0.0,0.0,1.0
2020-03-20,2304.919921875,2453.010009765625,2295.56005859375,2431.93994140625,9053950000.0,-0.0443276240533668,2405.545947265625,2810.652978515625,0.0547092752964143,0.0,0.0,0.0,1.0
2020-03-23,2237.39990234375,2300.72998046875,2191.860107421875,2290.7099609375,7411380000.0,-0.0297315010095767,2375.799951171875,2761.228479003906,0.0546526399510217,0.0,0.0,0.0,1.0
2020-03-24,2447.330078125,2449.7099609375,2344.43994140625,2344.43994140625,7563150000.0,0.0896832325179632,2359.427978515625,2727.1844848632813,0.0596173251401828,0.0,0.0,0.0,1.0
2020-03-25,2475.56005859375,2571.419921875,2407.530029296875,2457.77001953125,8300010000.0,0.0114689904208222,2374.919970703125,2695.1429931640623,0.0598288353323568,0.0,0.0,0.0,1.0
2020-03-26,2630.070068359375,2637.010009765625,2500.719970703125,2501.2900390625,7766990000.0,0.0605438310742465,2419.056005859375,2677.70849609375,0.0613490983226052,0.0,0.0,0.0,1.0
2020-03-27,2541.469970703125,2615.909912109375,2520.02001953125,2555.8701171875,6201670000.0,-0.0342678455416263,2466.366015625,2657.07099609375,0.0616693028224877,0.0,0.0,0.0,1.0
2020-03-30,2626.64990234375,2631.800048828125,2545.280029296875,2558.97998046875,5751120000.0,0.0329665905699747,2544.216015625,2633.8919921875,0.0611861968865463,0.0,0.0,0.0,1.0
2020-03-31,2584.590087890625,2641.389892578125,2571.14990234375,2614.68994140625,6576210000.0,-0.0161423107884158,2571.668017578125,2612.952990722656,0.0610316435028518,0.0,0.0,0.0,1.0
2020-04-01,2470.5,2522.75,2447.489990234375,2498.080078125,5964000000.0,-0.0451463627327869,2570.656005859375,2579.971984863281,0.0604497231067887,0.0,0.0,0.0,0.0
2020-04-02,2526.89990234375,2533.219970703125,2455.7900390625,2458.5400390625,6464190000.0,0.0225726570569603,2550.02197265625,2555.119982910156,0.060669814101384,0.0,0.0,0.0,0.0
2020-04-03,2488.64990234375,2538.179931640625,2459.9599609375,2514.919921875,6096970000.0,-0.0152528608259442,2539.457958984375,2530.933972167969,0.060657480677843,0.0,0.0,0.0,0.0
2020-04-06,2663.679931640625,2676.85009765625,2574.570068359375,2578.280029296875,6403840000.0,0.0679682441448303,2546.86396484375,2526.7899658203123,0.0606173478956454,0.0,0.0,0.0,0.0
2020-04-07,2659.409912109375,2756.889892578125,2657.669921875,2738.64990234375,7050410000.0,-0.0016043390483624,2561.8279296875,2515.648962402344,0.0594784032796506,0.0,0.0,0.0,0.0
2020-04-08,2749.97998046875,2760.75,2663.300048828125,2685.0,5875710000.0,0.0334893711912846,2617.72392578125,2516.078967285156,0.059005069849745,0.0,0.0,0.0,0.0
2020-04-09,2789.820068359375,2818.570068359375,2762.360107421875,2776.989990234375,7899550000.0,0.0143834703036993,2670.307958984375,2531.537976074219,0.0541338104504004,0.0,0.0,0.0,0.0
2020-04-13,2761.6298828125,2782.4599609375,2721.169921875,2782.4599609375,5319530000.0,-0.0101560594446771,2724.903955078125,2534.068469238281,0.0505589158502297,0.0,0.0,0.0,0.0
2020-04-14,2846.06005859375,2851.85009765625,2805.10009765625,2805.10009765625,5615730000.0,0.0301145595723075,2761.37998046875,2557.064978027344,0.040809799124972,0.0,0.0,0.0,0.0
2020-04-15,2783.360107421875,2801.8798828125,2761.5400390625,2795.639892578125,5208000000.0,-0.0222767326723692,2786.17001953125,2569.773486328125,0.0396326794219878,0.0,0.0,0.0,0.0
2020-04-16,2799.550048828125,2806.510009765625,2764.320068359375,2799.340087890625,5228810000.0,0.0057998378395412,2796.084033203125,2589.845983886719,0.037209145108648,0.0,0.0,0.0,0.0
2020-04-17,2874.56005859375,2879.219970703125,2830.8798828125,2842.429931640625,5804810000.0,0.0264409320213205,2813.03203125,2613.1044921875,0.0374325720510242,0.0,0.0,0.0,0.0
2020-04-20,2823.159912109375,2868.97998046875,2820.429931640625,2845.6201171875,5228630000.0,-0.0180428456153477,2825.338037109375,2639.016491699219,0.0358981147502747,0.0,0.0,0.0,0.0
2020-04-21,2736.56005859375,2785.5400390625,2727.10009765625,2784.81005859375,5121010000.0,-0.0311551152363306,2803.438037109375,2663.974499511719,0.0359826481365914,0.0,0.0,0.0,0.0
2020-04-22,2799.31005859375,2815.10009765625,2775.949951171875,2787.889892578125,5084920000.0,0.0226713005821367,2806.62802734375,2681.5734985351564,0.0309466254684576,0.0,0.0,0.0,0.0
2020-04-23,2797.800048828125,2844.89990234375,2794.260009765625,2810.419921875,5773530000.0,-0.0005395676601955,2806.27802734375,2697.685498046875,0.0309660998201594,0.0,0.0,0.0,0.0
2020-04-24,2836.739990234375,2842.7099609375,2791.760009765625,2812.639892578125,5382810000.0,0.0138220905668392,2798.714013671875,2708.018994140625,0.0282909273670467,0.0,0.0,0.0,0.0
2020-04-27,2878.47998046875,2887.719970703125,2852.889892578125,2854.64990234375,5203930000.0,0.0146068681817359,2809.77802734375,2724.869494628906,0.0269083048133473,0.0,0.0,0.0,0.0
2020-04-28,2863.389892578125,2921.14990234375,2860.7099609375,2909.9599609375,5691160000.0,-0.0052561701904836,2835.143994140625,2736.706494140625,0.026258644218059,0.0,0.0,0.0,0.0
2020-04-29,2939.510009765625,2954.860107421875,2912.159912109375,2918.4599609375,6645640000.0,0.026236704045073,2863.183984375,2754.452490234375,0.0262308425114891,0.0,0.0,0.0,0.0
2020-04-30,2912.429931640625,2930.909912109375,2892.469970703125,2930.909912109375,6544980000.0,-0.0092551433190548,2886.1099609375,2776.5489868164063,0.0236134503554377,0.0,0.0,0.0,0.0
2020-05-01,2830.7099609375,2869.090087890625,2821.610107421875,2869.090087890625,4759810000.0,-0.0284602110147759,2884.903955078125,2791.7394897460936,0.0247134955967183,0.0,0.0,0.0,0.0
2020-05-04,2842.739990234375,2844.239990234375,2797.85009765625,2815.010009765625,4735930000.0,0.0042408225788494,2877.75595703125,2809.443994140625,0.0242241667290048,0.0,0.0,0.0,0.0
2020-05-05,2868.43994140625,2898.22998046875,2863.550048828125,2868.8798828125,5140290000.0,0.0089999351977798,2878.765966796875,2819.681994628906,0.0194953328942408,0.0,0.0,0.0,0.0
2020-05-06,2848.419921875,2891.110107421875,2847.64990234375,2883.139892578125,4892570000.0,-0.0070038803990425,2860.54794921875,2829.132495117188,0.0196097500165517,0.0,0.0,0.0,0.0
2020-05-07,2881.18994140625,2901.919921875,2876.47998046875,2878.260009765625,5178790000.0,0.0114389557548908,2854.299951171875,2835.6929931640625,0.0184143862853252,0.0,0.0,0.0,0.0
2020-05-08,2929.800048828125,2932.159912109375,2902.8798828125,2908.830078125,4876030000.0,0.0167307950652262,2874.11796875,2842.6919921875,0.0185025201549638,0.0,0.0,0.0,0.0
2020-05-11,2930.18994140625,2944.25,2903.43994140625,2915.4599609375,4819730000.0,0.0001330693667907,2891.607958984375,2851.1199951171875,0.0182752753295852,0.0,0.0,0.0,0.0
2020-05-12,2870.1201171875,2945.820068359375,2869.590087890625,2939.5,5119630000.0,-0.0207133657720476,2891.943994140625,2852.322998046875,0.0178293772501971,0.0,0.0,0.0,0.0
2020-05-13,2820.0,2874.139892578125,2793.14990234375,2865.860107421875,6151650000.0,-0.01761699662428,2886.260009765625,2854.154992675781,0.0175453466135575,0.0,0.0,0.0,0.0
2020-05-14,2852.5,2852.800048828125,2766.639892578125,2794.5400390625,5651130000.0,0.0114589178040714,2880.522021484375,2856.802490234375,0.0176778348184595,0.0,0.0,0.0,0.0
2020-05-15,2863.699951171875,2865.010009765625,2816.780029296875,2829.949951171875,5507700000.0,0.003918675203723,2867.302001953125,2856.259484863281,0.0166554586079874,0.0,0.0,0.0,0.0
2020-05-18,2953.909912109375,2968.090087890625,2913.860107421875,2913.860107421875,6373670000.0,0.0310152087700734,2872.04599609375,2862.796984863281,0.017479785701669,0.0,0.0,0.0,0.0
2020-05-19,2922.93994140625,2964.2099609375,2922.35009765625,2948.590087890625,4984330000.0,-0.0105397477115992,2882.6099609375,2872.1159790039064,0.0159459266045384,0.0,0.0,0.0,0.0
2020-05-20,2971.610107421875,2980.2900390625,2953.6298828125,2953.6298828125,5005380000.0,0.0165139906134157,2912.931982421875,2880.7309814453124,0.0156079884525017,0.0,0.0,0.0,0.0
2020-05-21,2948.510009765625,2978.5,2938.570068359375,2969.949951171875,4976620000.0,-0.0078039683099536,2932.133984375,2888.2664794921875,0.0157779658734127,0.0,0.0,0.0,0.0
2020-05-22,2955.449951171875,2956.760009765625,2933.590087890625,2948.050048828125,3970860000.0,0.0023509456868123,2950.483984375,2894.2019775390627,0.0155563872042286,0.0,0.0,0.0,0.0
2020-05-26,2991.77001953125,3021.719970703125,2988.169921875,3004.080078125,5848500000.0,0.0122142850214605,2958.056005859375,2899.8664794921874,0.0154636635263302,0.0,0.0,0.0,0.0
2020-05-27,3036.1298828125,3036.25,2969.75,3015.64990234375,6398000000.0,0.0147184474903143,2980.693994140625,2908.5034790039062,0.0156193559856373,0.0,0.0,0.0,0.0
2020-05-28,3029.72998046875,3068.669921875,3023.39990234375,3046.610107421875,5447020000.0,-0.0021101393249195,2992.31796875,2913.0144775390627,0.0146490178747297,0.0,0.0,0.0,0.0
2020-05-29,3044.31005859375,3049.169921875,2998.610107421875,3025.169921875,7297550000.0,0.0048007935523079,3011.477978515625,2919.6084838867187,0.0144409875500489,0.0,0.0,0.0,0.0
2020-06-01,3055.72998046875,3062.179931640625,3031.5400390625,3038.780029296875,4684170000.0,0.0037442164783643,3031.533984375,2930.859484863281,0.0125065400819095,0.0,0.0,0.0,0.0
2020-06-02,3080.820068359375,3081.070068359375,3051.639892578125,3064.780029296875,5197150000.0,0.0081773072823986,3049.343994140625,2942.7634887695312,0.012544354537879,0.0,0.0,0.0,0.0
2020-06-03,3122.8701171875,3130.93994140625,3098.89990234375,3098.89990234375,6005560000.0,0.0135566708125639,3066.692041015625,2955.484997558594,0.0126801822630948,0.0,0.0,0.0,0.0
2020-06-04,3112.35009765625,3128.909912109375,3090.409912109375,3111.56005859375,6451290000.0,-0.0033743890836089,3083.216064453125,2968.681506347656,0.0125358055361471,0.0,0.0,0.0,0.0
2020-06-05,3193.929931640625,3211.719970703125,3163.840087890625,3163.840087890625,8639300000.0,0.0258740128216358,3113.1400390625,2984.318505859375,0.0133496775717747,0.0,0.0,0.0,0.0
2020-06-08,3232.389892578125,3233.1298828125,3196.0,3199.919921875,8498300000.0,0.011969656405806,3148.472021484375,2999.447998046875,0.013173631181946,0.0,0.0,0.0,0.0
2020-06-09,3207.179931640625,3222.7099609375,3193.110107421875,3213.320068359375,6410930000.0,-0.0078297434197219,3173.743994140625,3013.297497558594,0.0134433079326229,0.0,0.0,0.0,0.0
2020-06-10,3190.139892578125,3223.27001953125,3181.489990234375,3213.419921875,6598870000.0,-0.005327255735182,3187.19794921875,3029.298486328125,0.0123165546518397,0.0,0.0,0.0,0.0
2020-06-11,3002.10009765625,3123.530029296875,2999.489990234375,3123.530029296875,7037320000.0,-0.0607526929962889,3165.14794921875,3038.4034912109373,0.0186741319084638,0.0,0.0,0.0,0.0
2020-06-12,3041.31005859375,3088.419921875,2984.469970703125,3071.0400390625,5845330000.0,0.0129762866052117,3134.623974609375,3047.843994140625,0.0187127988571091,0.0,0.0,0.0,0.0
2020-06-15,3066.590087890625,3079.760009765625,2965.659912109375,2993.760009765625,5757480000.0,0.0082778608181752,3101.464013671875,3057.9885009765626,0.018746909475897,0.0,0.0,0.0,0.0
2020-06-16,3124.739990234375,3153.449951171875,3076.06005859375,3131.0,5845810000.0,0.0187848528667105,3084.976025390625,3066.5300048828126,0.0179834032348761,0.0,0.0,0.0,0.0
2020-06-17,3113.489990234375,3141.159912109375,3108.030029296875,3136.1298828125,4560450000.0,-0.0036067962326294,3069.646044921875,3076.057507324219,0.0177781569642673,0.0,0.0,0.0,0.0
2020-06-18,3115.340087890625,3120.0,3093.510009765625,3101.639892578125,4448690000.0,0.0005940434038017,3092.29404296875,3083.244006347656,0.0175029389705719,0.0,0.0,0.0,0.0
2020-06-19,3097.739990234375,3155.530029296875,3083.110107421875,3140.2900390625,8346650000.0,-0.0056655135656737,3103.580029296875,3090.7055053710938,0.0174440024246976,0.0,0.0,0.0,0.0
2020-06-22,3117.860107421875,3120.919921875,3079.389892578125,3094.419921875,4686690000.0,0.0064740932966583,3113.834033203125,3098.8260131835937,0.0174668874068033,0.0,0.0,0.0,0.0
2020-06-23,3131.2900390625,3154.89990234375,3127.1201171875,3138.699951171875,4711850000.0,0.0042981691914837,3115.14404296875,3105.8020141601564,0.0173284847087856,0.0,0.0,0.0,0.0
2020-06-24,3050.330078125,3115.010009765625,3032.1298828125,3114.39990234375,5597680000.0,-0.0261952655956623,3102.512060546875,3106.512023925781,0.018176905716262,0.0,0.0,0.0,0.0
2020-06-25,3083.760009765625,3086.25,3024.010009765625,3046.60009765625,4847690000.0,0.0108998277282181,3096.196044921875,3109.213525390625,0.0183208510097216,0.0,0.0,0.0,0.0
2020-06-26,3009.050048828125,3073.72998046875,3004.6298828125,3073.199951171875,8107850000.0,-0.0245252042748311,3078.458056640625,3107.450524902344,0.0191458287333366,0.0,0.0,0.0,0.0
2020-06-29,3053.239990234375,3053.889892578125,2999.739990234375,3018.590087890625,4473970000.0,0.0145788881135335,3065.534033203125,3107.326025390625,0.0194259321529177,0.0,0.0,0.0,0.0
2020-06-30,3100.2900390625,3111.510009765625,3047.830078125,3050.199951171875,4705850000.0,0.0152923494357555,3059.334033203125,3108.299523925781,0.0196482306395675,0.0,0.0,0.0,0.0
2020-07-01,3115.860107421875,3128.43994140625,3101.169921875,3105.919921875,4449230000.0,0.0050095639758705,3072.4400390625,3107.9490234375,0.0194368758097121,0.0,0.0,0.0,0.0
2020-07-02,3130.010009765625,3165.81005859375,3124.52001953125,3143.639892578125,4197720000.0,0.0045309704768169,3081.6900390625,3108.832019042969,0.0194474266688251,0.0,0.0,0.0,0.0
2020-07-06,3179.719970703125,3182.590087890625,3155.2900390625,3155.2900390625,4759160000.0,0.0157569308321632,3115.8240234375,3108.1215209960938,0.0188697315249116,0.0,0.0,0.0,0.0
2020-07-07,3145.320068359375,3184.14990234375,3142.929931640625,3166.43994140625,4571330000.0,-0.0108774778696435,3134.2400390625,3103.768029785156,0.018784131563474,0.0,0.0,0.0,0.0
2020-07-08,3169.93994140625,3171.800048828125,3136.530029296875,3153.070068359375,4937310000.0,0.0077969862634302,3148.17001953125,3101.9060302734374,0.0188260419808046,0.0,0.0,0.0,0.0
2020-07-09,3152.050048828125,3179.780029296875,3115.699951171875,3176.169921875,4843650000.0,-0.0056595914761946,3155.4080078125,3100.0015380859377,0.0188305951056216,0.0,0.0,0.0,0.0
2020-07-10,3185.0400390625,3186.820068359375,3136.219970703125,3152.469970703125,4524190000.0,0.010411809774443,3166.414013671875,3109.14853515625,0.0125383883867036,0.0,0.0,0.0,0.0
2020-07-13,3155.219970703125,3235.320068359375,3149.429931640625,3205.080078125,4902440000.0,-0.0094066452160588,3161.514013671875,3114.844030761719,0.0125958742917671,0.0,0.0,0.0,0.0
2020-07-14,3197.52001953125,3200.949951171875,3127.659912109375,3141.110107421875,4507140000.0,0.0133173005829039,3171.95400390625,3121.39052734375,0.0127805211703614,0.0,0.0,0.0,0.0
2020-07-15,3226.56005859375,3238.280029296875,3200.760009765625,3225.97998046875,4686830000.0,0.009041056936355,3183.27802734375,3126.4815307617187,0.0122868217001268,0.0,0.0,0.0,0.0
2020-07-16,3215.570068359375,3220.389892578125,3198.590087890625,3208.360107421875,3972860000.0,-0.0034119152141152,3195.98203125,3131.5855346679687,0.0122825489256523,0.0,0.0,0.0,0.0
2020-07-17,3224.72998046875,3233.52001953125,3205.64990234375,3224.2099609375,4012850000.0,0.0028445625875835,3203.92001953125,3137.055029296875,0.0122830313019795,0.0,0.0,0.0,0.0
2020-07-20,3251.840087890625,3258.610107421875,3215.159912109375,3224.2900390625,3979340000.0,0.0083717972551403,3223.24404296875,3144.7600341796874,0.0122394464196824,0.0,0.0,0.0,0.0
2020-07-21,3257.300048828125,3277.2900390625,3247.77001953125,3268.52001953125,4556610000.0,0.00167762933456,3235.200048828125,3151.73203125,0.0122029184383006,0.0,0.0,0.0,0.0
2020-07-22,3276.02001953125,3279.320068359375,3253.10009765625,3254.860107421875,4267160000.0,0.0057306305944738,3245.092041015625,3158.9685302734374,0.0122201497812752,0.0,0.0,0.0,0.0
2020-07-23,3235.659912109375,3279.989990234375,3222.659912109375,3271.639892578125,4296760000.0,-0.0123963784122468,3249.110009765625,3168.2350219726563,0.010840755879919,0.0,0.0,0.0,0.0
2020-07-24,3215.6298828125,3227.260009765625,3200.050048828125,3218.580078125,3689410000.0,-0.0062096400242761,3247.289990234375,3174.828515625,0.0108553925318074,0.0,0.0,0.0,0.0
2020-07-27,3239.409912109375,3241.429931640625,3214.25,3219.840087890625,3970310000.0,0.0073679288214823,3244.803955078125,3186.3465087890627,0.0089069618587838,0.0,0.0,0.0,0.0
2020-07-28,3218.43994140625,3243.719970703125,3216.169921875,3234.27001953125,4053180000.0,-0.0064944354186463,3237.03193359375,3194.606506347656,0.0087966080759807,0.0,0.0,0.0,0.0
2020-07-29,3258.43994140625,3264.739990234375,3227.219970703125,3227.219970703125,4478200000.0,0.0123517833517425,3233.51591796875,3202.514001464844,0.0085962019328235,0.0,0.0,0.0,0.0
2020-07-30,3246.219970703125,3250.919921875,3204.1298828125,3231.760009765625,4264920000.0,-0.0037573017634548,3235.6279296875,3209.0319946289064,0.0086839095759631,0.0,0.0,0.0,0.0
2020-07-31,3271.1201171875,3272.169921875,3220.260009765625,3270.449951171875,5007530000.0,0.0076412362421762,3246.7259765625,3216.0875,0.0087582226009574,0.0,0.0,0.0,0.0
2020-08-03,3294.610107421875,3302.72998046875,3284.530029296875,3288.260009765625,4438940000.0,0.0071553626643586,3257.766015625,3221.8320068359376,0.0082544134960229,0.0,0.0,0.0,0.0
2020-08-04,3306.510009765625,3306.840087890625,3286.3701171875,3289.919921875,4414380000.0,0.0036054230261335,3275.380029296875,3229.89150390625,0.0077028932013736,0.0,0.0,0.0,0.0
2020-08-05,3327.77001953125,3330.77001953125,3317.3701171875,3317.3701171875,4535060000.0,0.0064091604355179,3289.246044921875,3237.7830078125,0.0076587781416264,0.0,0.0,0.0,0.0
2020-08-06,3349.159912109375,3351.030029296875,3318.139892578125,3323.169921875,4278930000.0,0.0064071260206648,3309.834033203125,3247.6385009765627,0.0074607353480246,0.0,0.0,0.0,0.0
2020-08-07,3351.280029296875,3352.5400390625,3328.719970703125,3340.050048828125,4110030000.0,0.0006328292699566,3325.866015625,3255.950500488281,0.0072696847058043,0.0,0.0,0.0,0.0
2020-08-10,3360.469970703125,3363.2900390625,3335.43994140625,3356.0400390625,4327920000.0,0.0027384652733919,3339.03798828125,3266.213000488281,0.0067041453467024,0.0,0.0,0.0,0.0
2020-08-11,3333.68994140625,3381.010009765625,3326.43994140625,3370.340087890625,4880540000.0,-0.0080010554013772,3344.473974609375,3273.0214965820314,0.0066974558309663,0.0,0.0,0.0,0.0
2020-08-12,3380.35009765625,3387.889892578125,3355.4599609375,3355.4599609375,3772250000.0,0.0138995022936135,3354.989990234375,3280.710998535156,0.0070422627079886,0.0,0.0,0.0,0.0
2020-08-13,3373.429931640625,3387.239990234375,3363.35009765625,3372.949951171875,3438730000.0,-0.0020492726761566,3359.843994140625,3288.6039916992186,0.0069902055432332,0.0,0.0,0.0,0.0
2020-08-14,3372.85009765625,3378.510009765625,3361.639892578125,3368.659912109375,3200060000.0,-0.000171897396279,3364.1580078125,3296.0099975585936,0.0070125303232355,0.0,0.0,0.0,0.0
2020-08-17,3381.989990234375,3387.590087890625,3379.219970703125,3380.860107421875,3460330000.0,0.0027061775074234,3368.46201171875,3302.5174926757813,0.0068649037467734,0.0,0.0,0.0,0.0
2020-08-18,3389.780029296875,3395.06005859375,3370.14990234375,3387.0400390625,3669550000.0,0.0023007404198168,3379.680029296875,3309.141491699219,0.0068649584145315,0.0,0.0,0.0,0.0
2020-08-19,3374.85009765625,3399.5400390625,3369.659912109375,3392.510009765625,3679480000.0,-0.004414123345182,3378.580029296875,3314.082995605469,0.006948560810313,0.0,0.0,0.0,0.0
2020-08-20,3385.510009765625,3390.800048828125,3354.68994140625,3360.47998046875,3431040000.0,0.0031536547683461,3380.996044921875,3321.575500488281,0.0061358968750775,0.0,0.0,0.0,0.0
2020-08-21,3397.159912109375,3399.9599609375,3379.31005859375,3386.010009765625,3505010000.0,0.0034351999829724,3385.8580078125,3330.652001953125,0.0058049951531908,0.0,0.0,0.0,0.0
2020-08-24,3431.280029296875,3432.090087890625,3413.1298828125,3418.090087890625,3743410000.0,0.0099936153649035,3395.716015625,3340.2455078125,0.0059430778607432,0.0,0.0,0.0,0.0
2020-08-25,3443.6201171875,3444.2099609375,3425.840087890625,3435.949951171875,3627650000.0,0.0035898997455401,3406.484033203125,3351.5045166015625,0.0055187757942646,0.0,0.0,0.0,0.0
